file,artichoke
file,blender
file,dress
file,car
file,crowbar
file,cactus
file,candle
file,burrito
file,bell
file,drill
file,blackberry
file,tumbleweed
chocolate,bench
chocolate,missile
chocolate,tree
chocolate,bassoon
chocolate,artichoke
chocolate,blender
chocolate,dress
chocolate,car
chocolate,crowbar
chocolate,cactus
chocolate,candle
chocolate,burrito
chocolate,bell
chocolate,drill
chocolate,blackberry
chocolate,tumbleweed
bench,missile
bench,tree
bench,bassoon
bench,artichoke
bench,blender
bench,dress
bench,car
bench,crowbar
bench,cactus
bench,candle
bench,burrito
bench,bell
bench,drill
bench,blackberry
bench,tumbleweed
missile,tree
missile,bassoon
missile,artichoke
missile,blender
missile,dress
missile,car
missile,crowbar
missile,cactus
missile,candle
missile,burrito
missile,bell
missile,drill
missile,blackberry
missile,tumbleweed
tree,bassoon
tree,artichoke
tree,blender
tree,dress
tree,car
tree,crowbar
tree,cactus
tree,candle
tree,burrito
tree,bell
tree,drill
tree,blackberry
tree,tumbleweed
bassoon,artichoke
bassoon,blender
bassoon,dress
bassoon,car
bassoon,crowbar
bassoon,cactus
bassoon,candle
bassoon,burrito
bassoon,bell
bassoon,drill
bassoon,blackberry
bassoon,tumbleweed
artichoke,blender
artichoke,dress
artichoke,car
artichoke,crowbar
artichoke,cactus
artichoke,candle
artichoke,burrito
artichoke,bell
artichoke,drill
artichoke,blackberry
artichoke,tumbleweed
blender,dress
blender,car
blender,crowbar
blender,cactus
blender,candle
blender,burrito
blender,bell
blender,drill
blender,blackberry
blender,tumbleweed
dress,car
dress,crowbar
dress,cactus
dress,candle
dress,burrito
dress,bell
dress,drill
dress,blackberry
dress,tumbleweed
car,crowbar
car,cactus
car,candle
car,burrito
car,bell
car,drill
car,blackberry
car,tumbleweed
crowbar,cactus
crowbar,candle
crowbar,burrito
crowbar,bell
crowbar,drill
crowbar,blackberry
crowbar,tumbleweed
cactus,candle
cactus,burrito
cactus,bell
cactus,drill
cactus,blackberry
cactus,tumbleweed
candle,burrito
candle,bell
candle,drill
candle,blackberry
candle,tumbleweed
burrito,bell
burrito,drill
burrito,blackberry
burrito,tumbleweed
bell,drill
bell,blackberry
bell,tumbleweed
drill,blackberry
drill,tumbleweed
blackberry,tumbleweed
